step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
1,1.221644401550293,0.7357723577235772,,,,,,,,2026-04-22T20:07:46.5130000Z
2,1.2320818901062012,0.7264061010486177,,,,,,,,2026-04-22T20:07:51.0440000Z
3,1.0578126907348633,0.7624309392265194,,,,,,,,2026-04-22T20:07:54.7890000Z
4,1.1403412818908691,0.7530241935483871,,,,,,,,2026-04-22T20:07:58.1480000Z
5,1.1899110078811646,0.7515723270440252,,,,,,,,2026-04-22T20:08:00.9730000Z
6,1.035547137260437,0.7610619469026548,,,,,,,,2026-04-22T20:08:07.3890000Z
7,1.0016496181488037,0.7257559958289885,,,,,,,,2026-04-22T20:08:39.6270000Z
8,0.8922111988067627,0.76,,,,,,,,2026-04-22T20:08:41.8530000Z
9,0.6991070508956909,0.7797563261480788,,,,,,,,2026-04-22T20:08:45.2830000Z
10,0.6542891263961792,0.804147465437788,,0.6278669909478206,0.8042813455657493,,,,,2026-04-22T20:09:00.3590000Z
11,0.5577343702316284,0.8094357076780758,,,,,,,,2026-04-22T20:09:06.0510000Z
12,0.6365361213684082,0.7909836065573771,,,,,,,,2026-04-22T20:09:09.4750000Z
13,0.6105780005455017,0.7882926829268293,,,,,,,,2026-04-22T20:09:12.3380000Z
14,0.5281213521957397,0.8215547703180212,,,,,,,,2026-04-22T20:09:17.2890000Z
15,0.5276039838790894,0.8198874296435272,,,,,,,,2026-04-22T20:09:20.4620000Z
16,0.5337331295013428,0.8152929493545183,,,,,,,,2026-04-22T20:09:22.6910000Z
17,0.4968048334121704,0.8321884200196271,,,,,,,,2026-04-22T20:09:24.9290000Z
18,0.5109879374504089,0.8229571984435797,,,,,,,,2026-04-22T20:09:27.1500000Z
19,0.5197113752365112,0.8160813308687616,,,,,,,,2026-04-22T20:09:43.7890000Z
20,0.5515516400337219,0.8160377358490566,,0.5443826598520944,0.8112094395280236,,,,,2026-04-22T20:09:54.3410000Z
21,0.46610715985298157,0.8392857142857143,,,,,,,,2026-04-22T20:09:58.2720000Z
22,0.5142722129821777,0.8283378746594006,,,,,,,,2026-04-22T20:10:01.1000000Z
23,0.4515039026737213,0.8491921005385996,,,,,,,,2026-04-22T20:10:05.4300000Z
24,0.38313737511634827,0.8636363636363636,,,,,,,,2026-04-22T20:10:07.0510000Z
25,0.45635661482810974,0.8489835430784124,,,,,,,,2026-04-22T20:10:09.2760000Z
26,0.5389106869697571,0.8218923933209648,,,,,,,,2026-04-22T20:10:12.3980000Z
27,0.5456972122192383,0.8145695364238411,,,,,,,,2026-04-22T20:10:14.9240000Z
28,0.5041995644569397,0.8358358358358359,,,,,,,,2026-04-22T20:10:16.8440000Z
29,0.4664454460144043,0.8368983957219251,,,,,,,,2026-04-22T20:10:20.2750000Z
30,0.46710896492004395,0.8472803347280334,,0.41122664670228015,0.8606719367588933,,,,,2026-04-22T20:10:31.2180000Z
31,0.43251362442970276,0.8429203539823009,,,,,,,,2026-04-22T20:10:35.6650000Z
32,0.4082746207714081,0.8680490103675778,,,,,,,,2026-04-22T20:10:38.4790000Z
33,0.4340735971927643,0.852760736196319,,,,,,,,2026-04-22T20:10:41.0070000Z
34,0.46589165925979614,0.838477366255144,,,,,,,,2026-04-22T20:10:43.2330000Z
35,0.42948153614997864,0.8621973929236499,,,,,,,,2026-04-22T20:10:45.4590000Z
36,0.5181670784950256,0.8208502024291497,,,,,,,,2026-04-22T20:10:48.5850000Z
37,0.46815353631973267,0.8298068077276909,,,,,,,,2026-04-22T20:10:50.8130000Z
38,0.428825318813324,0.850187265917603,,,,,,,,2026-04-22T20:10:53.6340000Z
39,0.39801740646362305,0.8449304174950298,,,,,,,,2026-04-22T20:10:55.8600000Z
40,0.40840795636177063,0.8673196794300979,,0.49737769729262954,0.8398398398398398,,,,,2026-04-22T20:11:07.7010000Z
41,0.47150224447250366,0.8289224952741021,,,,,,,,2026-04-22T20:11:10.9280000Z
42,0.4354356825351715,0.8406909788867563,,,,,,,,2026-04-22T20:11:13.7390000Z
43,0.4403776526451111,0.8415458937198068,,,,,,,,2026-04-22T20:11:15.6780000Z
44,0.4200212359428406,0.8558467741935484,,,,,,,,2026-04-22T20:11:18.2120000Z
45,0.40094420313835144,0.8474923234390993,,,,,,,,2026-04-22T20:11:20.4360000Z
46,0.36815145611763,0.8592592592592593,,,,,,,,2026-04-22T20:11:22.9770000Z
47,0.4593811631202698,0.8367346938775511,,,,,,,,2026-04-22T20:11:25.5020000Z
48,0.4302259385585785,0.8428308823529411,,,,,,,,2026-04-22T20:11:28.0520000Z
49,0.4111250638961792,0.8523076923076923,,,,,,,,2026-04-22T20:11:30.2800000Z
50,0.5003200769424438,0.8492417484388939,,0.36895766099953553,0.8630705394190872,,,,,2026-04-22T20:11:41.1540000Z
51,0.4050186276435852,0.8545454545454545,,,,,,,,2026-04-22T20:11:45.0730000Z
52,0.3700791597366333,0.8733273862622658,,,,,,,,2026-04-22T20:11:47.2910000Z
53,0.47483202815055847,0.8240827845719662,,,,,,,,2026-04-22T20:11:49.8170000Z
54,0.365995317697525,0.8713768115942029,,,,,,,,2026-04-22T20:11:52.3430000Z
55,0.4395413100719452,0.8549172346640701,,,,,,,,2026-04-22T20:11:55.1590000Z
56,0.42892515659332275,0.8561776061776062,,,,,,,,2026-04-22T20:11:57.3860000Z
57,0.4827732741832733,0.8330464716006885,,,,,,,,2026-04-22T20:12:00.8030000Z
58,0.41905778646469116,0.8471528471528471,,,,,,,,2026-04-22T20:12:03.6330000Z
59,0.3816688358783722,0.8718466195761857,,,,,,,,2026-04-22T20:12:06.1500000Z
60,0.3734566271305084,0.8699507389162562,,0.4409045243329657,0.8375116063138347,,,,,2026-04-22T20:12:16.5380000Z
61,0.4752325415611267,0.8506069094304388,,,,,,,,2026-04-22T20:12:20.3590000Z
62,0.30185821652412415,0.8918099089989889,,,,,,,,2026-04-22T20:12:22.8810000Z
63,0.4505431652069092,0.8408695652173913,,,,,,,,2026-04-22T20:12:25.0990000Z
64,0.3754746913909912,0.8633828996282528,,,,,,,,2026-04-22T20:12:27.6350000Z
65,0.4066812992095947,0.8604651162790697,,,,,,,,2026-04-22T20:12:30.4600000Z
66,0.463010311126709,0.8369462770970783,,,,,,,,2026-04-22T20:12:33.5850000Z
67,0.4424726963043213,0.830225711481845,,,,,,,,2026-04-22T20:12:35.2190000Z
68,0.4174300730228424,0.8388773388773388,,,,,,,,2026-04-22T20:12:38.0670000Z
69,0.4589013457298279,0.8483720930232558,,,,,,,,2026-04-22T20:12:40.2950000Z
70,0.4558068811893463,0.8324022346368715,,0.41132702897234663,0.8614634146341463,,,,,2026-04-22T20:12:51.5060000Z
71,0.507335364818573,0.843687374749499,,,,,,,,2026-04-22T20:12:54.8760000Z
72,0.4033333957195282,0.8629989212513485,,,,,,,,2026-04-22T20:12:58.9090000Z
73,0.5192285180091858,0.8309128630705395,,,,,,,,2026-04-22T20:13:01.1400000Z
74,0.3583464026451111,0.8808510638297873,,,,,,,,2026-04-22T20:13:03.6620000Z
75,0.36763396859169006,0.8646209386281588,,,,,,,,2026-04-22T20:13:06.2090000Z
76,0.3777581453323364,0.8601532567049809,,,,,,,,2026-04-22T20:13:09.0300000Z
77,0.3594544529914856,0.8731268731268731,,,,,,,,2026-04-22T20:13:11.2670000Z
78,0.41882485151290894,0.8590130916414904,,,,,,,,2026-04-22T20:13:14.0950000Z
79,0.39273136854171753,0.8728557013118062,,,,,,,,2026-04-22T20:13:16.6210000Z
80,0.43090811371803284,0.8585365853658536,,0.36633296398730664,0.8631368631368631,,,,,2026-04-22T20:13:27.6120000Z
81,0.3811630308628082,0.8754578754578755,,,,,,,,2026-04-22T20:13:31.4300000Z
82,0.44596290588378906,0.8496849684968497,,,,,,,,2026-04-22T20:13:33.6580000Z
83,0.36265963315963745,0.8746177370030581,,,,,,,,2026-04-22T20:13:35.8850000Z
84,0.47158023715019226,0.8442460317460317,,,,,,,,2026-04-22T20:13:38.4160000Z
85,0.3733450770378113,0.868448098663926,,,,,,,,2026-04-22T20:13:40.6490000Z
86,0.38023513555526733,0.8597826086956522,,,,,,,,2026-04-22T20:13:43.7830000Z
87,0.3941279351711273,0.8537313432835821,,,,,,,,2026-04-22T20:13:46.0160000Z
88,0.4064256250858307,0.859035004730369,,,,,,,,2026-04-22T20:13:48.5410000Z
89,0.3923688232898712,0.8597857838364168,,,,,,,,2026-04-22T20:13:50.7770000Z
90,0.438126802444458,0.8523809523809524,,0.37681614433800253,0.8758758758758759,,,,,2026-04-22T20:14:02.2360000Z
91,0.4297544062137604,0.8533755274261603,,,,,,,,2026-04-22T20:14:06.7960000Z
92,0.38020822405815125,0.8767123287671232,,,,,,,,2026-04-22T20:14:08.7190000Z
