step,train_loss,train_mean_token_accuracy,train_error_rate,valid_loss,valid_mean_token_accuracy,valid_error_rate,full_valid_loss,full_valid_mean_token_accuracy,full_valid_error_rate,timestamp
1,1.3687007427215576,0.7079847908745247,,,,,,,,2026-04-29T05:47:51.8380000Z
2,1.28946852684021,0.7051070840197694,,,,,,,,2026-04-29T05:48:09.2420000Z
3,1.2030036449432373,0.724188790560472,,,,,,,,2026-04-29T05:48:10.7600000Z
4,1.1277512311935425,0.7269938650306749,,,,,,,,2026-04-29T05:48:39.6220000Z
5,1.044340968132019,0.7455325232308792,,,,,,,,2026-04-29T05:48:42.0760000Z
6,1.0060189962387085,0.7559726962457338,,,,,,,,2026-04-29T05:48:43.9260000Z
7,1.017645001411438,0.7476769120800572,,,,,,,,2026-04-29T05:48:45.7550000Z
8,0.8861309885978699,0.7681481481481481,,,,,,,,2026-04-29T05:48:47.8730000Z
9,0.8978481888771057,0.7507530120481928,,,,,,,,2026-04-29T05:48:48.5290000Z
10,0.804147481918335,0.7553903345724907,,0.7326378699488048,0.7743950039032006,,,,,2026-04-29T05:48:55.5940000Z
11,0.6794834136962891,0.7722551928783383,,,,,,,,2026-04-29T05:48:56.9680000Z
12,0.6451558470726013,0.7912621359223301,,,,,,,,2026-04-29T05:49:12.0640000Z
13,0.6326015591621399,0.7909407665505227,,,,,,,,2026-04-29T05:49:13.8820000Z
14,0.6104323863983154,0.8057275541795665,,,,,,,,2026-04-29T05:49:15.7080000Z
15,0.6122021675109863,0.7900599828620394,,,,,,,,2026-04-29T05:49:16.6710000Z
16,0.6736293435096741,0.7814516129032258,,,,,,,,2026-04-29T05:49:17.3540000Z
17,0.6626457571983337,0.7884036144578314,,,,,,,,2026-04-29T05:49:18.2700000Z
18,0.6298531889915466,0.7878787878787878,,,,,,,,2026-04-29T05:49:18.9210000Z
19,0.5408503413200378,0.821483771251932,,,,,,,,2026-04-29T05:49:19.8350000Z
20,0.592153012752533,0.8186356073211315,,0.5247326317829232,0.8244824482448245,,,,,2026-04-29T05:49:23.6520000Z
21,0.6186100840568542,0.8027485852869847,,,,,,,,2026-04-29T05:49:26.5090000Z
22,0.5407983064651489,0.8256087981146897,,,,,,,,2026-04-29T05:49:28.3590000Z
23,0.5062448382377625,0.8222554144884242,,,,,,,,2026-04-29T05:49:29.0070000Z
24,0.5953155755996704,0.7992,,,,,,,,2026-04-29T05:49:29.9190000Z
25,0.5829897522926331,0.7966373098478783,,,,,,,,2026-04-29T05:49:30.6050000Z
26,0.5267668962478638,0.827073552425665,,,,,,,,2026-04-29T05:49:31.4760000Z
27,0.5663055777549744,0.8133433283358321,,,,,,,,2026-04-29T05:49:33.9180000Z
28,0.49070999026298523,0.8314606741573034,,,,,,,,2026-04-29T05:49:34.6260000Z
29,0.626971960067749,0.8002832861189801,,,,,,,,2026-04-29T05:49:37.0080000Z
30,0.5538168549537659,0.8199404761904762,,0.5049445217271614,0.8335974643423137,,,,,2026-04-29T05:49:39.4900000Z
31,0.544253945350647,0.8136752136752137,,,,,,,,2026-04-29T05:49:42.3720000Z
32,0.4810619354248047,0.8468776732249786,,,,,,,,2026-04-29T05:49:43.0180000Z
33,0.5070270895957947,0.8289992119779354,,,,,,,,2026-04-29T05:49:43.9220000Z
34,0.5975326299667358,0.8052373158756138,,,,,,,,2026-04-29T05:49:45.8210000Z
35,0.45740777254104614,0.8356807511737089,,,,,,,,2026-04-29T05:49:46.5980000Z
36,0.5926154851913452,0.8043647700701481,,,,,,,,2026-04-29T05:49:47.4260000Z
37,0.5408198833465576,0.8214565387627252,,,,,,,,2026-04-29T05:49:48.3340000Z
38,0.5763401389122009,0.8017174082747853,,,,,,,,2026-04-29T05:49:49.0060000Z
39,0.5579854846000671,0.8151197604790419,,,,,,,,2026-04-29T05:49:49.9020000Z
40,0.550864577293396,0.8096828046744574,,0.4896513833428308,0.8271889400921659,,,,,2026-04-29T05:49:52.2190000Z
41,0.49991992115974426,0.8395155185465556,,,,,,,,2026-04-29T05:49:53.5750000Z
42,0.4982997179031372,0.8276385725132878,,,,,,,,2026-04-29T05:49:54.2200000Z
43,0.4613284468650818,0.8414533443435177,,,,,,,,2026-04-29T05:49:55.1160000Z
44,0.5121784806251526,0.8177044261065266,,,,,,,,2026-04-29T05:49:55.7930000Z
45,0.4633730947971344,0.8347245409015025,,,,,,,,2026-04-29T05:49:58.1960000Z
46,0.5290334820747375,0.828352490421456,,,,,,,,2026-04-29T05:49:59.1440000Z
47,0.5049885511398315,0.8322422258592471,,,,,,,,2026-04-29T05:50:00.0840000Z
48,0.5168294310569763,0.8204047217537943,,,,,,,,2026-04-29T05:50:00.7270000Z
49,0.37974172830581665,0.8656716417910447,,,,,,,,2026-04-29T05:50:03.1720000Z
50,0.5440256595611572,0.8187549251379038,,0.4995699931454185,0.8145695364238411,,,,,2026-04-29T05:50:05.8220000Z
51,0.47246605157852173,0.8337129840546698,,,,,,,,2026-04-29T05:50:07.1680000Z
52,0.5082611441612244,0.8259493670886076,,,,,,,,2026-04-29T05:50:07.8230000Z
53,0.47265782952308655,0.8448669201520913,,,,,,,,2026-04-29T05:50:08.7600000Z
54,0.46622902154922485,0.8401229823212913,,,,,,,,2026-04-29T05:50:10.9120000Z
55,0.4115960896015167,0.8554119547657512,,,,,,,,2026-04-29T05:50:11.5630000Z
56,0.4375799596309662,0.842026825633383,,,,,,,,2026-04-29T05:50:12.5190000Z
57,0.4520280957221985,0.8425460636515912,,,,,,,,2026-04-29T05:50:13.2370000Z
58,0.4140207767486572,0.8599527930763179,,,,,,,,2026-04-29T05:50:14.1370000Z
59,0.44191300868988037,0.8469860896445132,,,,,,,,2026-04-29T05:50:14.8050000Z
60,0.4497468173503876,0.8487199379363848,,0.5287822085422474,0.8317307692307693,,,,,2026-04-29T05:50:17.7720000Z
61,0.5199725031852722,0.8208269525267994,,,,,,,,2026-04-29T05:50:19.1570000Z
